Exercício: 2015
Período: 1o. bimestre
Escopo: Municípios
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita realizada total (últimos 12 meses)
Instituição;Cod.IBGE;UF;População;Conta;Valor
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;Transferências do FUNDEB;21603462,26
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;Outras Transferências Correntes;22263002,73
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;Outras Receitas Correntes;5459437,44
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;DEDUÇÕES (II);23943726,28
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;Contrib. do Servidor para o Plano de Previdência;10351322,60
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;Dedução de Receita para Formação do FUNDEB;13592403,68
Prefeitura Municipal de Olímpia - SP;3533908;SP;53010;RECEITA CORRENTE LÍQUIDA (III) = (I - II);155771348,90
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;RECEITAS CORRENTES (I);165563299,53
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Receita Tributária;24764284,98
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;IPTU;4316390,73
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;ISS;6077926,74
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;ITBI;3605751,99
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;IRRF;3756214,15
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Outras Receitas Tributárias;7008001,37
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Receita de Contribuições;3151512,64
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Receita Patrimonial;2543884,89
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Receita de Serviços;196329,86
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Transferências Correntes;130659178,32
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Cota-Parte do FPM;35388155,84
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Cota-Parte do ICMS;42999224,97
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Cota-Parte do IPVA;3977009,02
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Cota-Parte do ITR;27974,06
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Transferências da LC 87/1996;305044,40
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Transferências da LC 61/1989;723657,34
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Transferências do FUNDEB;30438868,74
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Outras Transferências Correntes;16799243,95
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Outras Receitas Correntes;4248108,84
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;DEDUÇÕES (II);16679645,66
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;Dedução de Receita para Formação do FUNDEB;16679645,66
Prefeitura Municipal de Piraquara - PR;4119509;PR;102798;RECEITA CORRENTE LÍQUIDA (III) = (I - II);148883653,87
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;RECEITAS CORRENTES (I);276644214,92
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Receita Tributária;57426705,43
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;IPTU;10648951,42
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;ISS;22234431,82
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;ITBI;7680116,71
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;IRRF;8063643,88
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Outras Receitas Tributárias;8799561,60
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Receita de Contribuições;3302419,75
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Receita Patrimonial;1502214,29
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Receita de Serviços;10050,00
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Transferências Correntes;205038826,51
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Cota-Parte do FPM;49771447,37
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Cota-Parte do ICMS;23814409,97
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Cota-Parte do IPVA;4668248,24
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Cota-Parte do ITR;222399,70
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Transferências da LC 87/1996;85396,90
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Transferências do FUNDEB;57861400,42
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Outras Transferências Correntes;68615523,91
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Outras Receitas Correntes;9363998,94
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;DEDUÇÕES (II);15347361,13
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;Dedução de Receita para Formação do FUNDEB;15347361,13
Prefeitura Municipal de Porto Seguro - BA;2925303;BA;143282;RECEITA CORRENTE LÍQUIDA (III) = (I - II);261296853,79
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;RECEITAS CORRENTES (I);30912910,26
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Receita Tributária;1043819,70
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;IPTU;14202,46
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;ISS;595234,09
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;ITBI;27007,31
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;IRRF;394939,78
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Outras Receitas Tributárias;12436,06
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Receita Patrimonial;119376,14
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Receita de Serviços;67,50
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Transferências Correntes;29723268,52
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Cota-Parte do FPM;11955719,33
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Cota-Parte do ICMS;2105161,36
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Cota-Parte do IPVA;120618,71
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Cota-Parte do ITR;5891,47
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Transferências da LC 87/1996;6702,40
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Transferências do FUNDEB;10472749,96
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Outras Transferências Correntes;5056425,29
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Outras Receitas Correntes;26378,40
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;DEDUÇÕES (II);2737112,31
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;Dedução de Receita para Formação do FUNDEB;2737112,31
Prefeitura Municipal de Santa Brígida - BA;2927606;BA;15237;RECEITA CORRENTE LÍQUIDA (III) = (I - II);28175797,95
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;RECEITAS CORRENTES (I);31832750,29
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Receita Tributária;670091,99
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;IPTU;10458,61
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;ISS;225775,68
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;ITBI;12,26
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;IRRF;427258,26
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Outras Receitas Tributárias;6587,18
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Receita de Contribuições;640502,80
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Receita Patrimonial;1646460,59
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Transferências Correntes;28766384,16
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Cota-Parte do FPM;12049074,04
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Cota-Parte do ICMS;2551385,51
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Cota-Parte do IPVA;142440,37
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Cota-Parte do ITR;556,70
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Transferências da LC 87/1996;4974,50
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Transferências da LC 61/1989;5833,12
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Transferências do FUNDEB;8709239,90
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Outras Transferências Correntes;5302880,02
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Outras Receitas Correntes;109310,75
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;DEDUÇÕES (II);3407494,29
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Contrib. do Servidor para o Plano de Previdência;559165,01
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;Dedução de Receita para Formação do FUNDEB;2848329,28
Prefeitura Municipal de Casinhas - PE;2604155;PE;14189;RECEITA CORRENTE LÍQUIDA (III) = (I - II);28425256,00
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;RECEITAS CORRENTES (I);16162640,34
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Receita Tributária;573974,95
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;IPTU;1864,74
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;ISS;470082,16
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;ITBI;5507,37
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;IRRF;89169,40
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Outras Receitas Tributárias;7351,28
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Receita Patrimonial;22765,36
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Receita de Serviços;850,00
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Transferências Correntes;15329545,69
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Cota-Parte do FPM;7173431,61
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Cota-Parte do ICMS;1560547,40
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Cota-Parte do IPVA;51824,36
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Cota-Parte do ITR;4038,01
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Transferências da LC 87/1996;5555,60
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Transferências da LC 61/1989;20575,45
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Transferências do FUNDEB;3895696,75
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Outras Transferências Correntes;2617876,51
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Outras Receitas Correntes;235504,34
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;DEDUÇÕES (II);1698055,43
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;Dedução de Receita para Formação do FUNDEB;1698055,43
Prefeitura Municipal de Nova Itarana - BA;2922805;BA;8192;RECEITA CORRENTE LÍQUIDA (III) = (I - II);14464584,91
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;RECEITAS CORRENTES (I);11855770,08
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Receita Tributária;430926,45
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;IPTU;38359,49
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;ISS;126469,27
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;ITBI;36805,79
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;IRRF;209446,26
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Outras Receitas Tributárias;19845,64
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Receita de Contribuições;277670,48
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Receita Patrimonial;71817,58
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Transferências Correntes;10878131,86
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Cota-Parte do FPM;6082206,78
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Cota-Parte do ICMS;2324842,51
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Cota-Parte do IPVA;65637,54
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Cota-Parte do ITR;19371,65
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Transferências da LC 87/1996;3939,80
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Transferências da LC 61/1989;20059,98
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Transferências do FUNDEB;887661,82
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Outras Transferências Correntes;1474411,78
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Outras Receitas Correntes;197223,71
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;DEDUÇÕES (II);1980882,67
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Contrib. do Servidor para o Plano de Previdência;277670,48
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;Dedução de Receita para Formação do FUNDEB;1703212,19
Prefeitura Municipal de Santa Rosa de Goiás - GO;5219506;GO;2772;RECEITA CORRENTE LÍQUIDA (III) = (I - II);9874887,41
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;RECEITAS CORRENTES (I);32755157,30
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Receita Tributária;1944886,08
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;IPTU;47974,30
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;ISS;584152,58
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;ITBI;14599,38
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;IRRF;378102,49
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Outras Receitas Tributárias;920057,33
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Receita de Contribuições;171328,65
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Receita Patrimonial;727671,00
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Receita de Serviços;1598,90
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Transferências Correntes;29769285,44
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Cota-Parte do FPM;11955719,33
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Cota-Parte do ICMS;2405300,55
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Cota-Parte do IPVA;150570,84
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Cota-Parte do ITR;10637,03
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Transferências da LC 87/1996;8669,00
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Transferências do FUNDEB;10221951,29
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Outras Transferências Correntes;5016437,40
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Outras Receitas Correntes;140387,23
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;DEDUÇÕES (II);2975801,76
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Contrib. do Servidor para o Plano de Previdência;171328,65
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;Compensações Financ. entre Regimes Previdência;2804473,11
Prefeitura Municipal de Ponto Novo - BA;2925253;BA;16242;RECEITA CORRENTE LÍQUIDA (III) = (I - II);29779355,54
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;RECEITAS CORRENTES (I);86400308,03
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Receita Tributária;3960468,14
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;IPTU;168354,43
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;ISS;1582614,62
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;ITBI;197053,68
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;IRRF;1027467,35
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Outras Receitas Tributárias;984978,06
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Receita de Contribuições;109397,43
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Receita Patrimonial;843310,88
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Transferências Correntes;80189918,54
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Cota-Parte do FPM;28693726,51
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Cota-Parte do ICMS;7288125,17
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Cota-Parte do IPVA;1372230,97
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Cota-Parte do ITR;6874,48
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Transferências da LC 61/1989;96159,35
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Transferências do FUNDEB;28029623,13
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Outras Transferências Correntes;14703178,93
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Outras Receitas Correntes;1297213,04
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;DEDUÇÕES (II);7233277,97
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;Dedução de Receita para Formação do FUNDEB;7233277,97
Prefeitura Municipal de Conceição do Coité - BA;2908408;BA;67651;RECEITA CORRENTE LÍQUIDA (III) = (I - II);79167030,06
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;RECEITAS CORRENTES (I);139165609,76
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Receita Tributária;6299931,01
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;IPTU;395503,45
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;ISS;2903395,25
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;ITBI;342649,60
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;IRRF;2439132,71
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Outras Receitas Tributárias;219250,00
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Receita de Contribuições;4667541,02
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Receita Patrimonial;1659388,82
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Receita de Serviços;6309717,55
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Transferências Correntes;118677985,56
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Cota-Parte do FPM;31043672,93
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Cota-Parte do ICMS;13105735,93
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Cota-Parte do IPVA;1569463,21
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Cota-Parte do ITR;22148,71
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Transferências da LC 87/1996;39274,10
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Transferências da LC 61/1989;49916,60
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Transferências do FUNDEB;44160099,00
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Outras Transferências Correntes;28687675,08
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Outras Receitas Correntes;1551045,80
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;DEDUÇÕES (II);11454646,54
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Contrib. do Servidor para o Plano de Previdência;2553150,67
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;Dedução de Receita para Formação do FUNDEB;8901495,87
Prefeitura Municipal de Quixeramobim - CE;2311405;CE;76386;RECEITA CORRENTE LÍQUIDA (III) = (I - II);127710963,22
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;RECEITAS CORRENTES (I);16006600,41
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Receita Tributária;596475,38
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;IPTU;166497,05
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;ISS;123233,11
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;ITBI;71658,47
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;IRRF;161614,34
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Outras Receitas Tributárias;73472,41
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Receita de Contribuições;112088,93
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Receita Patrimonial;228117,02
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Receita Agropecuária;49115,69
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Receita de Serviços;48542,22
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Transferências Correntes;14908768,74
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Cota-Parte do FPM;5650057,41
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Cota-Parte do ICMS;4931533,60
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Cota-Parte do IPVA;382844,05
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Cota-Parte do ITR;17901,46
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Transferências da LC 87/1996;17236,70
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Transferências da LC 61/1989;82497,97
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Transferências do FUNDEB;1945898,90
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Outras Transferências Correntes;1880798,65
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Outras Receitas Correntes;63492,43
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;DEDUÇÕES (II);2221454,54
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;Dedução de Receita para Formação do FUNDEB;2221454,54
Prefeitura Municipal de Vargeão - SC;4219101;SC;3590;RECEITA CORRENTE LÍQUIDA (III) = (I - II);13785145,87
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;RECEITAS CORRENTES (I);51854554,00
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Receita Tributária;4096853,93
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;IPTU;37945,47
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;ISS;2145152,47
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;ITBI;347183,34
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;IRRF;1566572,65
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Receita de Contribuições;151663,77
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Receita Patrimonial;125735,50
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Receita de Serviços;30537,00
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Transferências Correntes;47277857,94
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Cota-Parte do FPM;14346863,31
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Cota-Parte do ICMS;7895754,18
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Cota-Parte do IPVA;219951,24
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Transferências do FUNDEB;14707938,45
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Outras Transferências Correntes;10107350,76
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Outras Receitas Correntes;171905,86
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;DEDUÇÕES (II);4397397,46
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;Dedução de Receita para Formação do FUNDEB;4397397,46
Prefeitura Municipal de Belmonte - BA;2903409;BA;23620;RECEITA CORRENTE LÍQUIDA (III) = (I - II);47457156,54
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;RECEITAS CORRENTES (I);20890813,61
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Receita Tributária;1546144,54
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;IPTU;359401,02
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;ISS;307314,70
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;ITBI;594041,41
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;IRRF;213652,55
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Outras Receitas Tributárias;71734,86
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Receita de Contribuições;116027,19
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Receita Patrimonial;99265,67
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Receita de Serviços;128947,15
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Transferências Correntes;18771963,02
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Cota-Parte do FPM;6422962,76
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Cota-Parte do ICMS;7057441,67
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Cota-Parte do IPVA;968669,02
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Cota-Parte do ITR;175625,44
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Transferências da LC 61/1989;120561,98
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Transferências do FUNDEB;2320754,64
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Outras Transferências Correntes;1705947,51
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Outras Receitas Correntes;228466,04
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;DEDUÇÕES (II);3727964,20
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;Dedução de Receita para Formação do FUNDEB;3727964,20
Prefeitura Municipal de Sertão - RS;4320503;RS;6225;RECEITA CORRENTE LÍQUIDA (III) = (I - II);17162849,41
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;RECEITAS CORRENTES (I);409520856,46
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;Receita Tributária;64461175,43
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;IPTU;13068940,45
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;ISS;22954356,47
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;ITBI;6260382,63
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;IRRF;17879819,84
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;Outras Receitas Tributárias;4297676,04
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;Receita de Contribuições;66166318,29
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;Receita Patrimonial;4119819,86
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;Transferências Correntes;261855801,96
Prefeitura Municipal de Paulista - PE;2610707;PE;319769;Cota-Parte do FPM;75846375,42
